Year,Date,Sport,Event,Event_gender,Team,Country_Code,Athlete,Gender,Medal,CGA,Host_City,Games,Season
2018,8–15 April 2018,Athletics,Marathon T54,Men,England,ENG,Johnboy Smith,Male,Silver,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,Marathon T54,Men,England,ENG,Simon Lawson,Male,Bronze,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,Shot put F38,Men,Australia,AUS,Cameron Crombie,Male,Gold,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,Shot put F38,Men,Australia,AUS,Martin Jackson,Male,Silver,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,Shot put F38,Men,South Africa,RSA,Reinhardt Hamman,Male,Bronze,RSA,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,100 metres T35,Women,Australia,AUS,Isis Holt,Female,Gold,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,100 metres T35,Women,Scotland,SCO,Maria Lyle,Female,Silver,SCO,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,100 metres T35,Women,Australia,AUS,Brianna Coop,Female,Bronze,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,100 metres T38,Women,England,ENG,Sophie Hahn,Female,Gold,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,100 metres T38,Women,Australia,AUS,Rhiannon Clarke,Female,Silver,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,100 metres T38,Women,Wales,WAL,Olivia Breen,Female,Bronze,WAL,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,1500 metres T54,Women,Australia,AUS,Madison de Rozario,Female,Gold,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,1500 metres T54,Women,Australia,AUS,Angie Ballard,Female,Silver,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,1500 metres T54,Women,Canada,CAN,Diane Roy,Female,Bronze,CAN,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,Marathon T54,Women,Australia,AUS,Madison de Rozario,Female,Gold,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,Marathon T54,Women,Australia,AUS,Eliza Ault-Connell,Female,Silver,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,Marathon T54,Women,England,ENG,Jade Jones,Female,Bronze,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,Long jump T38,Women,Wales,WAL,Olivia Breen,Female,Gold,WAL,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,Long jump T38,Women,Australia,AUS,Erin Cleaver,Female,Silver,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,Long jump T38,Women,Australia,AUS,Taylor Doyle,Female,Bronze,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,Javelin throw F46,Women,Wales,WAL,Hollie Arnold,Female,Gold,WAL,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,Javelin throw F46,Women,New Zealand,NZL,Holly Robinson,Female,Silver,NZL,Gold Coast,2018 Commonwealth Games,Summer
2018,8–15 April 2018,Athletics,Javelin throw F46,Women,Vanuatu,VAN,Friana Kwevira,Female,Bronze,VAN,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Badminton,Men's singles,Men,Malaysia,MAS,Lee Chong Wei,Male,Gold,MAS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Badminton,Men's singles,Men,India,IND,Srikanth Kidambi,Male,Silver,IND,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Badminton,Men's singles,Men,England,ENG,Rajiv Ouseph,Male,Bronze,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Badminton,Men's doubles,Men,England,ENG,Marcus Ellis / Chris Langridge,Male,Gold,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Badminton,Men's doubles,Men,India,IND,Satwiksairaj Rankireddy / Chirag Shetty,Male,Silver,IND,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Badminton,Men's doubles,Men,Malaysia,MAS,Goh V Shem / Tan Wee Kiong,Male,Bronze,MAS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Badminton,Women's singles,Women,India,IND,Saina Nehwal,Female,Gold,IND,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Badminton,Women's singles,Women,India,IND,P. V. Sindhu,Female,Silver,IND,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Badminton,Women's singles,Women,Scotland,SCO,Kirsty Gilmour,Female,Bronze,SCO,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Badminton,Women's doubles,Women,Malaysia,MAS,Chow Mei Kuan / Vivian Hoo,Female,Gold,MAS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Badminton,Women's doubles,Women,England,ENG,Lauren Smith / Sarah Walker,Female,Silver,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Badminton,Women's doubles,Women,India,IND,Ashwini Ponnappa / N. Sikki Reddy,Female,Bronze,IND,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Badminton,Mixed doubles,Mixed,England,ENG,Chris Adcock / Gabby Adcock,Mixed,Gold,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Badminton,Mixed doubles,Mixed,England,ENG,Marcus Ellis / Lauren Smith,Mixed,Silver,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Badminton,Mixed doubles,Mixed,Malaysia,MAS,Chan Peng Soon / Goh Liu Ying,Mixed,Bronze,MAS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Badminton,Mixed team,Mixed,India,IND,Srikanth Kidambi / Saina Nehwal / Satwiksairaj Rankireddy / Ashwini Ponnappa / Pranav Chopra / Chirag Shetty / N. Sikki Reddy / Gadde Ruthvika Shivani / P. V. Sindhu / Prannoy Kumar,Mixed,Gold,IND,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Badminton,Mixed team,Mixed,Malaysia,MAS,Chan Peng Soon / Soniia Cheah / Chow Mei Kuan / Goh Liu Ying / Goh Soon Huat / Goh V Shem / Vivian Hoo Kah Mun / Shevon Jemie Lai / Lee Chong Wei / Tan Wee Kiong,Mixed,Silver,MAS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Badminton,Mixed team,Mixed,England,ENG,Chris Adcock / Gabby Adcock / Chloe Birch / Marcus Ellis / Ben Lane / Chris Langridge / Rajiv Ouseph / Jessica Pugh / Lauren Smith / Sarah Walker,Mixed,Bronze,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Basketball,Men's tournament,Men,Australia,AUS,Lucas Walker / Cameron Gliddon / Chris Goulding / Jason Cadee / Mitch Norton / Nick Kay / Brad Newley / Daniel Kickert / Angus Brandt / Damian Martin / Nathan Sobey / Jesse Wagstaff,Male,Gold,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Basketball,Men's tournament,Men,Canada,CAN,Ammanuel Diressa / Jean Pierre-Charles / Justus Alleyn / Mamadou Gueye / Jean-Victor Mukama / Munis Tutu / Grant Shephard / Mambi Diawara / David Kapinga / Conor Morgan / Erik Nissen / Michael Shoveller,Male,Silver,CAN,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Basketball,Men's tournament,Men,New Zealand,NZL,Reuben Te Rangi / Finn Delany / Shea Ili / Jarrod Kenny / Mika Vukona / Derone Raukawa / Thomas Abercrombie / Robert Loe / Tohi Smith-Milner / Jordan Ngatai / Ethan Rusbatch / Alex Pledger,Male,Bronze,NZL,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Basketball,Women's tournament,Women,Australia,AUS,Jenna O'Hea / Tessa Lavey / Stephanie Talbot / Stephanie Blicavs / Liz Cambage / Kelsey Griffin / Katie-Rae Ebzery / Belinda Snell / Ezi Magbegor / Cayla George / Alice Kunek / Nicole Seekamp,Female,Gold,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Basketball,Women's tournament,Women,England,ENG,Melita Emanuel-Carr / Nicolette Fong Lyew Quee / Siobhan Prior / Stef Collins / Rachael Vanderwal / Georgia Jones / Hannah Shaw / Eilidh Simpson / Mollie Campbell / Chantelle Pressley / Azania Stewart / Dominique Allen,Female,Silver,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,5–15 April 2018,Basketball,Women's tournament,Women,New Zealand,NZL,Zara Jillings / Erin Rooney / Micaela Cocks / Kalani Purcell / Jordan Hunter / Antonia Farnworth / Natalie Taylor / Chevannah Paalvast / Jessica Bygate / Josephine Stockill / Deena Franklin / Charlisse Leger-Walker,Female,Bronze,NZL,Gold Coast,2018 Commonwealth Games,Summer
2018,6–12 April 2018,Beach Volleyball,Men's tournament,Men,Australia,AUS,Chris McHugh / Damien Schumann,Male,Gold,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,6–12 April 2018,Beach Volleyball,Men's tournament,Men,Canada,CAN,Sam Pedlow / Sam Schachter,Male,Silver,CAN,Gold Coast,2018 Commonwealth Games,Summer
2018,6–12 April 2018,Beach Volleyball,Men's tournament,Men,New Zealand,NZL,Ben O'Dea / Sam O'Dea,Male,Bronze,NZL,Gold Coast,2018 Commonwealth Games,Summer
2018,6–12 April 2018,Beach Volleyball,Women's tournament,Women,Canada,CAN,Melissa Humana-Paredes / Sarah Pavan,Female,Gold,CAN,Gold Coast,2018 Commonwealth Games,Summer
2018,6–12 April 2018,Beach Volleyball,Women's tournament,Women,Australia,AUS,Mariafe Artacho del Solar / Taliqua Clancy,Female,Silver,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,6–12 April 2018,Beach Volleyball,Women's tournament,Women,Vanuatu,VAN,Linline Matauatu / Miller Pata,Female,Bronze,VAN,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Light flyweight,Men,England,ENG,Galal Yafai,Male,Gold,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Light flyweight,Men,India,IND,Amit Panghal,Male,Silver,IND,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Light flyweight,Men,Sri Lanka,SRI,Thiwanka Ranasinghe,Male,Bronze,SRI,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Light flyweight,Men,Uganda,UGA,Juma Miiro,Male,Bronze,UGA,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Flyweight,Men,India,IND,Gaurav Solanki,Male,Gold,IND,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Flyweight,Men,Northern Ireland,NIR,Brendan Irvine,Male,Silver,NIR,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Flyweight,Men,Scotland,SCO,Reece McFadden,Male,Bronze,SCO,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Flyweight,Men,Sri Lanka,SRI,Vidanalange Bandara,Male,Bronze,SRI,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Bantamweight,Men,England,ENG,Peter McGrail,Male,Gold,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Bantamweight,Men,Northern Ireland,NIR,Kurt Walker,Male,Silver,NIR,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Bantamweight,Men,Canada,CAN,Eric Basran,Male,Bronze,CAN,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Bantamweight,Men,India,IND,Mohammad Hussamuddin,Male,Bronze,IND,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Lightweight,Men,Australia,AUS,Harry Garside,Male,Gold,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Lightweight,Men,India,IND,Manish Kaushik,Male,Silver,IND,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Lightweight,Men,Northern Ireland,NIR,James McGivern,Male,Bronze,NIR,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Lightweight,Men,Wales,WAL,Mickey McDonagh,Male,Bronze,WAL,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Light welterweight,Men,Namibia,NAM,Jonas Jonas,Male,Gold,NAM,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Light welterweight,Men,Canada,CAN,Thomas Blumenfeld,Male,Silver,CAN,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Light welterweight,Men,England,ENG,Luke McCormack,Male,Bronze,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Light welterweight,Men,Ghana,GHA,Jesse Lartey,Male,Bronze,GHA,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Welterweight,Men,England,ENG,Pat McCormack,Male,Gold,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Welterweight,Men,Northern Ireland,NIR,Aidan Walsh,Male,Silver,NIR,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Welterweight,Men,Fiji,FIJ,Winston Hill,Male,Bronze,FIJ,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Welterweight,Men,India,IND,Manoj Kumar,Male,Bronze,IND,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Middleweight,Men,India,IND,Vikas Krishan Yadav,Male,Gold,IND,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Middleweight,Men,Cameroon,CMR,Wilfried Ntsengue,Male,Silver,CMR,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Middleweight,Men,Northern Ireland,NIR,Steven Donnelly,Male,Bronze,NIR,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Middleweight,Men,Scotland,SCO,John Docherty,Male,Bronze,SCO,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Light heavyweight,Men,Wales,WAL,Sammy Lee,Male,Gold,WAL,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Light heavyweight,Men,Samoa,SAM,Ato Plodzicki-Faoagali,Male,Silver,SAM,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Light heavyweight,Men,Australia,AUS,Clay Waterman,Male,Bronze,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Light heavyweight,Men,Canada,CAN,Harley O'Reilly,Male,Bronze,CAN,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Heavyweight,Men,New Zealand,NZL,David Nyika,Male,Gold,NZL,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Heavyweight,Men,Australia,AUS,Jason Whateley,Male,Silver,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Heavyweight,Men,India,IND,Naman Tanwar,Male,Bronze,IND,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Heavyweight,Men,England,ENG,Cheavon Clarke,Male,Bronze,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Super heavyweight,Men,England,ENG,Frazer Clarke,Male,Gold,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Super heavyweight,Men,India,IND,Satish Kumar,Male,Silver,IND,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Super heavyweight,Men,Seychelles,SEY,Keddy Agnes,Male,Bronze,SEY,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Super heavyweight,Men,New Zealand,NZL,Patrick Mailata,Male,Bronze,NZL,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Light flyweight,Women,India,IND,Mary Kom,Female,Gold,IND,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Light flyweight,Women,Northern Ireland,NIR,Kristina O'Hara,Female,Silver,NIR,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Light flyweight,Women,Sri Lanka,SRI,Anusha Koddithuwakku,Female,Bronze,SRI,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Light flyweight,Women,New Zealand,NZL,Tasmyn Benny,Female,Bronze,NZL,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Flyweight,Women,England,ENG,Lisa Whiteside,Female,Gold,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Flyweight,Women,Northern Ireland,NIR,Carly McNaul,Female,Silver,NIR,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Flyweight,Women,Australia,AUS,Taylah Robertson,Female,Bronze,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Flyweight,Women,Kenya,KEN,Christine Ongare,Female,Bronze,KEN,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Featherweight,Women,Australia,AUS,Skye Nicolson,Female,Gold,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Featherweight,Women,Northern Ireland,NIR,Michaela Walsh,Female,Silver,NIR,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Featherweight,Women,New Zealand,NZL,Alexis Pritchard,Female,Bronze,NZL,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Featherweight,Women,Canada,CAN,Sabrina Aubin-Boucher,Female,Bronze,CAN,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Lightweight,Women,Australia,AUS,Anja Stridsman,Female,Gold,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Lightweight,Women,England,ENG,Paige Murney,Female,Silver,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Lightweight,Women,New Zealand,NZL,Troy Garton,Female,Bronze,NZL,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Lightweight,Women,Nigeria,NGR,Yetunde Odunuga,Female,Bronze,NGR,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Welterweight,Women,England,ENG,Sandy Ryan,Female,Gold,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Welterweight,Women,Wales,WAL,Rosie Eccles,Female,Silver,WAL,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Welterweight,Women,Australia,AUS,Kaye Scott,Female,Bronze,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Welterweight,Women,Canada,CAN,Marie-Jeanne Parent,Female,Bronze,CAN,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Middleweight,Women,Wales,WAL,Lauren Price,Female,Gold,WAL,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Middleweight,Women,Australia,AUS,Caitlin Parker,Female,Silver,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Middleweight,Women,Nigeria,NGR,Millicent Agboegbulem,Female,Bronze,NGR,Gold Coast,2018 Commonwealth Games,Summer
2018,5–14 April 2018,Boxing,Middleweight,Women,Canada,CAN,Tammara Thibeault,Female,Bronze,CAN,Gold Coast,2018 Commonwealth Games,Summer
2018,10 & 14 April 2018,Cycling,Road race,Men,Australia,AUS,Steele Von Hoff,Male,Gold,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,10 & 14 April 2018,Cycling,Road race,Men,Wales,WAL,Jon Mould,Male,Silver,WAL,Gold Coast,2018 Commonwealth Games,Summer
2018,10 & 14 April 2018,Cycling,Road race,Men,South Africa,RSA,Clint Hendricks,Male,Bronze,RSA,Gold Coast,2018 Commonwealth Games,Summer
2018,10 & 14 April 2018,Cycling,Time trial,Men,Australia,AUS,Cameron Meyer,Male,Gold,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,10 & 14 April 2018,Cycling,Time trial,Men,England,ENG,Harry Tanfield,Male,Silver,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,10 & 14 April 2018,Cycling,Time trial,Men,New Zealand,NZL,Hamish Bond,Male,Bronze,NZL,Gold Coast,2018 Commonwealth Games,Summer
2018,10 & 14 April 2018,Cycling,Road race,Women,Australia,AUS,Chloe Hosking,Female,Gold,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,10 & 14 April 2018,Cycling,Road race,Women,New Zealand,NZL,Georgia Williams,Female,Silver,NZL,Gold Coast,2018 Commonwealth Games,Summer
2018,10 & 14 April 2018,Cycling,Road race,Women,Wales,WAL,Danielle Rowe,Female,Bronze,WAL,Gold Coast,2018 Commonwealth Games,Summer
2018,10 & 14 April 2018,Cycling,Time trial,Women,Australia,AUS,Katrin Garfoot,Female,Gold,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,10 & 14 April 2018,Cycling,Time trial,Women,New Zealand,NZL,Linda Villumsen,Female,Silver,NZL,Gold Coast,2018 Commonwealth Games,Summer
2018,10 & 14 April 2018,Cycling,Time trial,Women,England,ENG,Hayley Simmonds,Female,Bronze,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,12-Apr-18,Cycling,Mountain bike cross country,Men,New Zealand,NZL,Sam Gaze,Male,Gold,NZL,Gold Coast,2018 Commonwealth Games,Summer
2018,12-Apr-18,Cycling,Mountain bike cross country,Men,New Zealand,NZL,Anton Cooper,Male,Silver,NZL,Gold Coast,2018 Commonwealth Games,Summer
2018,12-Apr-18,Cycling,Mountain bike cross country,Men,South Africa,RSA,Alan Hatherly,Male,Bronze,RSA,Gold Coast,2018 Commonwealth Games,Summer
2018,12-Apr-18,Cycling,Mountain bike cross country,Women,England,ENG,Annie Last,Female,Gold,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,12-Apr-18,Cycling,Mountain bike cross country,Women,England,ENG,Evie Richards,Female,Silver,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,12-Apr-18,Cycling,Mountain bike cross country,Women,Canada,CAN,Haley Smith,Female,Bronze,CAN,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track keirin,Men,Australia,AUS,Matthew Glaetzer,Male,Gold,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track keirin,Men,Wales,WAL,Lewis Oliva,Male,Silver,WAL,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track keirin,Men,New Zealand,NZL,Edward Dawkins,Male,Bronze,NZL,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track points race,Men,Scotland,SCO,Mark Stewart,Male,Gold,SCO,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track points race,Men,New Zealand,NZL,Campbell Stewart,Male,Silver,NZL,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track points race,Men,England,ENG,Ethan Hayter,Male,Bronze,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track individual pursuit,Men,England,ENG,Charlie Tanfield,Male,Gold,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track individual pursuit,Men,Scotland,SCO,John Archibald,Male,Silver,SCO,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track individual pursuit,Men,New Zealand,NZL,Dylan Kennett,Male,Bronze,NZL,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track team pursuit,Men,Australia,AUS,Alex Porter / Sam Welsford / Leigh Howard / Kelland O'Brien / Jordan Kerby,Male,Gold,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track team pursuit,Men,England,ENG,Oliver Wood / Kian Emadi / Charlie Tanfield / Ethan Hayter,Male,Silver,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track team pursuit,Men,Canada,CAN,Michael Foley / Jay Lamoureux / Derek Gee / Aidan Caves / Adam Jamieson,Male,Bronze,CAN,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track scratch race,Men,Australia,AUS,Sam Welsford,Male,Gold,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track scratch race,Men,New Zealand,NZL,Campbell Stewart,Male,Silver,NZL,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track scratch race,Men,England,ENG,Christopher Latham,Male,Bronze,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track sprint,Men,New Zealand,NZL,Sam Webster,Male,Gold,NZL,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track sprint,Men,Scotland,SCO,Jack Carlin,Male,Silver,SCO,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track sprint,Men,Australia,AUS,Jacob Schmid,Male,Bronze,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track team sprint,Men,New Zealand,NZL,Ethan Mitchell / Sam Webster / Edward Dawkins,Male,Gold,NZL,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track team sprint,Men,England,ENG,Ryan Owens / Joseph Truman / Philip Hindes,Male,Silver,ENG,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track team sprint,Men,Australia,AUS,Nathan Hart / Jacob Schmid / Patrick Constable / Matthew Glaetzer,Male,Bronze,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track 1 km time trial,Men,Australia,AUS,Matthew Glaetzer,Male,Gold,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track 1 km time trial,Men,New Zealand,NZL,Edward Dawkins,Male,Silver,NZL,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track 1 km time trial,Men,Scotland,SCO,Callum Skinner,Male,Bronze,SCO,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track keirin,Women,Australia,AUS,Stephanie Morton,Female,Gold,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track keirin,Women,Australia,AUS,Kaarle McCulloch,Female,Silver,AUS,Gold Coast,2018 Commonwealth Games,Summer
2018,5–8 April 2018,Cycling,Track keirin,Women,New Zealand,NZL,Natasha Hansen,Female,Bronze,NZL,Gold Coast,2018 Commonwealth Games,Summer
