Year,Date,Sport,Event,Event_gender,Team,Country_Code,Athlete,Gender,Medal,CGA,Host_City,Games,Season
1930,16–23 August 1930,Swimming,100 yd freestyle,Men,Canada,CAN,Munroe Bourne,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1931,Swimming,100 yd freestyle,Men,England,ENG,Norman Brooks,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1932,Swimming,100 yd freestyle,Men,Canada,CAN,Bert Gibson,Male,Bronze,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1933,Swimming,400 yd freestyle,Men,Australia,AUS,Noel Ryan,Male,Gold,AUS,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1934,Swimming,400 yd freestyle,Men,New Zealand,NZL,Gordon Bridson,Male,Silver,NZL,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1935,Swimming,400 yd freestyle,Men,Canada,CAN,George Burleigh,Male,Bronze,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1936,Swimming,1500 yd freestyle,Men,Australia,AUS,Noel Ryan,Male,Gold,AUS,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1937,Swimming,1500 yd freestyle,Men,New Zealand,NZL,Gordon Bridson,Male,Silver,NZL,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1938,Swimming,1500 yd freestyle,Men,Canada,CAN,George Burleigh,Male,Bronze,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1939,Swimming,100 yd backstroke,Men,England,ENG,Bill Trippett,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1940,Swimming,100 yd backstroke,Men,Scotland,SCO,Willie Francis,Male,Silver,SCO,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1941,Swimming,100 yd backstroke,Men,England,ENG,John Besford,Male,Bronze,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1942,Swimming,200 yd breaststroke,Men,Canada,CAN,Jack Aubin,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1943,Swimming,200 yd breaststroke,Men,England,ENG,Stanley Bell,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1944,Swimming,200 yd breaststroke,Men,England,ENG,Reginald Flint,Male,Bronze,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1945,Swimming,4×200 yd freestyle relay,Men,Canada,CAN,Bert Gibson,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1946,Swimming,4×200 yd freestyle relay,Men,Canada,CAN,Munroe Bourne,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1947,Swimming,4×200 yd freestyle relay,Men,Canada,CAN,George Burleigh,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1948,Swimming,4×200 yd freestyle relay,Men,Canada,CAN,James Thompson,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1949,Swimming,4×200 yd freestyle relay,Men,England,ENG,Freddie Milton,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1950,Swimming,4×200 yd freestyle relay,Men,England,ENG,Norman Brooks,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1951,Swimming,4×200 yd freestyle relay,Men,England,ENG,Arthur Watts,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1952,Swimming,4×200 yd freestyle relay,Men,England,ENG,Joseph Whiteside,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1953,Swimming,100 yd freestyle,Women,England,ENG,Joyce Cooper,Female,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1954,Swimming,100 yd freestyle,Women,Scotland,SCO,Ellen King,Female,Silver,SCO,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1955,Swimming,100 yd freestyle,Women,Wales,WAL,Valerie Davies,Female,Bronze,WAL,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1956,Swimming,400 yd freestyle,Women,England,ENG,Joyce Cooper,Female,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1957,Swimming,400 yd freestyle,Women,Wales,WAL,Valerie Davies,Female,Silver,WAL,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1958,Swimming,400 yd freestyle,Women,Scotland,SCO,Cissie Stewart,Female,Bronze,SCO,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1959,Swimming,100 yd backstroke,Women,England,ENG,Joyce Cooper,Female,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1960,Swimming,100 yd backstroke,Women,Wales,WAL,Valerie Davies,Female,Silver,WAL,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1961,Swimming,100 yd backstroke,Women,England,ENG,Phyllis Harding,Female,Bronze,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1962,Swimming,200 yd breaststroke,Women,England,ENG,Cecelia Wolstenholme,Female,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1963,Swimming,200 yd breaststroke,Women,England,ENG,Margery Hinton,Female,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1964,Swimming,200 yd breaststroke,Women,Scotland,SCO,Ellen King,Female,Bronze,SCO,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1965,Swimming,4×100 yd freestyle relay,Women,England,ENG,Joyce Cooper,Female,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1966,Swimming,4×100 yd freestyle relay,Women,England,ENG,Doreen Cooper,Female,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1967,Swimming,4×100 yd freestyle relay,Women,England,ENG,Olive Joynes,Female,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1968,Swimming,4×100 yd freestyle relay,Women,England,ENG,Phyllis Harding,Female,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1969,Swimming,4×100 yd freestyle relay,Women,Canada,CAN,Betty Edwards,Female,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1970,Swimming,4×100 yd freestyle relay,Women,Canada,CAN,Irene Pirie,Female,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1971,Swimming,4×100 yd freestyle relay,Women,Canada,CAN,Marjorie Linton,Female,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1972,Swimming,4×100 yd freestyle relay,Women,Canada,CAN,Peggy Bailey,Female,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1973,Swimming,4×100 yd freestyle relay,Women,Scotland,SCO,Cissie Stewart,Female,Bronze,SCO,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1974,Swimming,4×100 yd freestyle relay,Women,Scotland,SCO,Ellen King,Female,Bronze,SCO,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1975,Swimming,4×100 yd freestyle relay,Women,Scotland,SCO,Jean McDowell,Female,Bronze,SCO,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1976,Swimming,4×100 yd freestyle relay,Women,Scotland,SCO,Jessie McVey,Female,Bronze,SCO,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1977,Diving,3 m springboard,Men,Canada,CAN,Alfred Phillips,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1978,Diving,3 m springboard,Men,Canada,CAN,Cyril Kennett,Male,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1979,Diving,3 m springboard,Men,Canada,CAN,Arthur Stott,Male,Bronze,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1980,Diving,10 m platform,Men,Canada,CAN,Alfred Phillips,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1981,Diving,10 m platform,Men,Canada,CAN,Samuel Walker,Male,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1982,Diving,10 m platform,Men,England,ENG,Thomas Scott,Male,Bronze,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1983,Diving,3 m springboard,Women,South Africa,RSA,Oonagh Whitsett,Female,Gold,RSA,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1984,Diving,3 m springboard,Women,Canada,CAN,Doris Ogilvie,Female,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1985,Diving,3 m springboard,Women,Canada,CAN,Mollie Bailey,Female,Bronze,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1986,Diving,10 m platform,Women,Canada,CAN,Pearl Stoneham,Female,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1987,Diving,10 m platform,Women,Canada,CAN,Helen McCormack,Female,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1988,Athletics,100 yards,Men,Canada,CAN,Percy Williams,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1989,Athletics,100 yards,Men,England,ENG,Ernie Page,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1990,Athletics,100 yards,Men,Canada,CAN,John Fitzpatrick,Male,Bronze,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1991,Athletics,220 yards,Men,England,ENG,Stanley Engelhart,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1992,Athletics,220 yards,Men,Canada,CAN,John Fitzpatrick,Male,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1993,Athletics,220 yards,Men,South Africa,RSA,Willie Walters,Male,Bronze,RSA,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1994,Athletics,440 yards,Men,Canada,CAN,Alex Wilson,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1995,Athletics,440 yards,Men,South Africa,RSA,Willie Walters,Male,Silver,RSA,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1996,Athletics,440 yards,Men,Australia,AUS,George Golding,Male,Bronze,AUS,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1997,Athletics,880 yards,Men,England,ENG,Tommy Hampson,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1998,Athletics,880 yards,Men,England,ENG,Reg Thomas,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 1999,Athletics,880 yards,Men,Canada,CAN,Alex Wilson,Male,Bronze,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2000,Athletics,1 mile,Men,England,ENG,Reg Thomas,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2001,Athletics,1 mile,Men,Australia,AUS,William Whyte,Male,Silver,AUS,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2002,Athletics,1 mile,Men,England,ENG,Jerry Cornes,Male,Bronze,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2003,Athletics,3 miles,Men,England,ENG,Stan Tomlin,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2004,Athletics,3 miles,Men,Australia,AUS,Alex Hillhouse,Male,Silver,AUS,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2005,Athletics,3 miles,Men,England,ENG,Jack Winfield,Male,Bronze,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2006,Athletics,6 miles,Men,New Zealand,NZL,Billy Savidan,Male,Gold,NZL,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2007,Athletics,6 miles,Men,England,ENG,Ernie Harper,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2008,Athletics,6 miles,Men,England,ENG,Tom Evenson,Male,Bronze,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2009,Athletics,Marathon,Men,Scotland,SCO,Dunky Wright,Male,Gold,SCO,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2010,Athletics,Marathon,Men,England,ENG,Sam Ferris,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2011,Athletics,Marathon,Men,Canada,CAN,Johnny Miles,Male,Bronze,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2012,Athletics,120 yards hurdles,Men,England,ENG,David Burghley,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2013,Athletics,120 yards hurdles,Men,Africa,AFR,Howard Davies South,Male,Silver,AFR,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2014,Athletics,120 yards hurdles,Men,England,ENG,Fred Gaby,Male,Bronze,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2015,Athletics,440 yards hurdles,Men,England,ENG,David Burghley,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2016,Athletics,440 yards hurdles,Men,England,ENG,Roger Leigh-Wood,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2017,Athletics,440 yards hurdles,Men,England,ENG,Douglas Neame,Male,Bronze,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2018,Athletics,2 miles steeplechase,Men,England,ENG,George Bailey,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2019,Athletics,2 miles steeplechase,Men,Australia,AUS,Alex Hillhouse,Male,Silver,AUS,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2020,Athletics,2 miles steeplechase,Men,England,ENG,Vernon Morgan,Male,Bronze,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2021,Athletics,4 × 110 yards relay,Men,Canada,CAN,Leigh Miller / Jim Brown / Ralph Adams / John Fitzpatrick,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2022,Athletics,4 × 110 yards relay,Men,England,ENG,"James Cohen, John Hanlon, John Heap, Stanley Engelhart",Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2023,Athletics,4 × 110 yards relay,Men,South Africa,RSA,"Howard Kinsman, Harry Hart, Werner Gerhardt, Willie Walters",Male,Bronze,RSA,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2024,Athletics,4 × 440 yards relay,Men,England,ENG,"Roger Leigh-Wood, Stuart Townend, David Burghley, Kenneth Brangwin",Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2025,Athletics,4 × 440 yards relay,Men,Canada,CAN,"Art Scott, Stanley Glover, Jimmy Ball, Alex Wilson",Male,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2026,Athletics,4 × 440 yards relay,Men,South Africa,RSA,John Chandler / Wilfred Legg / Werner Gerhardt / Willie Walters,Male,Bronze,RSA,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2027,Athletics,High jump,Men,South Africa,RSA,Johannes Viljoen,Male,Gold,RSA,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2028,Athletics,High jump,Men,British Guiana,BGU,Colin Gordon,Male,Silver,BGU,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2029,Athletics,High jump,Men,Canada,CAN,William Stargratt,Male,Bronze,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2030,Athletics,Pole vault,Men,Canada,CAN,Victor Pickard,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2031,Athletics,Pole vault,Men,England,ENG,Howard Ford,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2032,Athletics,Pole vault,Men,Canada,CAN,Robert Stoddard,Male,Bronze,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2033,Athletics,Long jump,Men,Canada,CAN,Len Hutton,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2034,Athletics,Long jump,Men,England,ENG,Reg Revans,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2035,Athletics,Long jump,Men,South Africa,RSA,Johannes Viljoen South,Male,Bronze,RSA,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2036,Athletics,Triple jump,Men,Canada,CAN,Gordon Smallacombe,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2037,Athletics,Triple jump,Men,England,ENG,Reg Revans,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2038,Athletics,Triple jump,Men,Canada,CAN,Len Hutton,Male,Bronze,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2039,Athletics,Shot put,Men,South Africa,RSA,Harry Hart,Male,Gold,RSA,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2040,Athletics,Shot put,Men,England,ENG,Robert Howland,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2041,Athletics,Shot put,Men,Canada,CAN,Charles Hermann,Male,Bronze,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2042,Athletics,Discus throw,Men,South Africa,RSA,Harry Hart,Male,Gold,RSA,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2043,Athletics,Discus throw,Men,Canada,CAN,Charles Hermann,Male,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2044,Athletics,Discus throw,Men,Canada,CAN,Abe Zvonkin,Male,Bronze,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2045,Athletics,Hammer Throw,Men,England,ENG,Malcolm Nokes,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2046,Athletics,Hammer Throw,Men,Ireland,IRE,Bill Britton,Male,Silver,IRE,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2047,Athletics,Hammer Throw,Men,Canada,CAN,John Cameron,Male,Bronze,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2048,Athletics,Javelin throw,Men,New Zealand,NZL,Stan Lay New,Male,Gold,NZL,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2049,Athletics,Javelin throw,Men,Canada,CAN,Doral Pilling,Male,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2050,Athletics,Javelin throw,Men,South Africa,RSA,Harry Hart,Male,Bronze,RSA,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2051,Boxing,Flyweight 51kg,Men,South Africa,RSA,Jacob Smith,Male,Gold,RSA,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2052,Boxing,Flyweight 51kg,Men,England,ENG,Thomas Pardoe,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2053,Boxing,Flyweight 51kg,Men,Canada,CAN,Ross Galloway,Male,Bronze,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2054,Boxing,Bantamweight 54kg,Men,England,ENG,Harry Mizler,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2055,Boxing,Bantamweight 54kg,Men,Canada,CAN,John Keller,Male,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2056,Boxing,Bantamweight 54kg,Men,Scotland,SCO,Tommy Holt,Male,Bronze,SCO,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2057,Boxing,Featherweight 57kg,Men,England,ENG,Freddie Meachem,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2058,Boxing,Featherweight 57kg,Men,South Africa,RSA,Lawrence Stevens,Male,Silver,RSA,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2059,Boxing,Featherweight 57kg,Men,Scotland,SCO,Alex Lyons,Male,Bronze,SCO,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2060,Boxing,Lightweight 60kg,Men,Scotland,SCO,James Rolland,Male,Gold,SCO,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2061,Boxing,Lightweight 60kg,Men,Canada,CAN,Cosmo Canzano,Male,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2062,Boxing,Lightweight 60kg,Men,England,ENG,Albert Love,Male,Bronze,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2063,Boxing,Welterweight 67kg,Men,South Africa,RSA,Leonard Hall,Male,Gold,RSA,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2064,Boxing,Welterweight 67kg,Men,Canada,CAN,Howard Williams,Male,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2065,Boxing,Welterweight 67kg,Men,England,ENG,Frank Brooman,Male,Bronze,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2066,Boxing,Middleweight 75kg,Men,England,ENG,Fred Mallin,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2067,Boxing,Middleweight 75kg,Men,Australia,AUS,Dudley Gallagher,Male,Silver,AUS,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2068,Boxing,Middleweight 75kg,Men,South Africa,RSA,Ernest Peirce,Male,Bronze,RSA,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2069,Boxing,Light heavyweight 81kg,Men,England,ENG,Joe Goyder,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2070,Boxing,Light heavyweight 81kg,Men,Canada,CAN,Al Pitcher,Male,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2071,Boxing,Light heavyweight 81kg,Men,South Africa,RSA,Joey Basson,Male,Bronze,RSA,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2072,Boxing,Heavyweight 91kg,Men,England,ENG,Anthony Stuart,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2073,Boxing,Heavyweight 91kg,Men,Canada,CAN,William Skimming,Male,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2074,Lawn bowls,Singles,Men,England,ENG,Robert Colquhoun,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2075,Lawn bowls,Singles,Men,South Africa,RSA,James Cockburn Thoms,Male,Silver,RSA,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2076,Lawn bowls,Singles,Men,Canada,CAN,William Fielding,Male,Bronze,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2077,Lawn bowls,Pairs,Men,England,ENG,Tommy Hills,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2078,Lawn bowls,Pairs,Men,England,ENG,George Wright,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2079,Lawn bowls,Pairs,Men,New Zealand,NZL,William Fielding,Male,Silver,NZL,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2080,Lawn bowls,Pairs,Men,New Zealand,NZL,Peter McWhannell,Male,Silver,NZL,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2081,Lawn bowls,Pairs,Men,Canada,CAN,Wilt Moore,Male,Bronze,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2082,Lawn bowls,Pairs,Men,Canada,CAN,Arthur Reid,Male,Bronze,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2083,Lawn bowls,Rinks/fours,Men,England,ENG,Ernie Gudgeon,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2084,Lawn bowls,Rinks/fours,Men,England,ENG,James Edney,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2085,Lawn bowls,Rinks/fours,Men,England,ENG,James Frith,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2086,Lawn bowls,Rinks/fours,Men,England,ENG,Albert Hough,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2087,Lawn bowls,Rinks/fours,Men,Canada,CAN,Harry Allen,Male,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2088,Lawn bowls,Rinks/fours,Men,Canada,CAN,Jimmy Campbell,Male,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2089,Lawn bowls,Rinks/fours,Men,Canada,CAN,Mitch Thomas,Male,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2090,Lawn bowls,Rinks/fours,Men,Canada,CAN,Billy Rae,Male,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2091,Lawn bowls,Rinks/fours,Men,Scotland,SCO,David Fraser,Male,Bronze,SCO,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2092,Lawn bowls,Rinks/fours,Men,Scotland,SCO,John Orr,Male,Bronze,SCO,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2093,Lawn bowls,Rinks/fours,Men,Scotland,SCO,Tom Chambers,Male,Bronze,SCO,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2094,Lawn bowls,Rinks/fours,Men,Scotland,SCO,William Campbell,Male,Bronze,SCO,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2095,Rowing,¼ mile dash (+),Men,Australia,AUS,Bobby Pearce,Male,Gold,AUS,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2096,Rowing,¼ mile dash (+),Men,England,ENG,Jack Beresford,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2097,Rowing,¼ mile dash (+),Men,England,ENG,Fred Bradley,Male,Bronze,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2098,Rowing,Single sculls,Men,Australia,AUS,Bobby Pearce,Male,Gold,AUS,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2099,Rowing,Single sculls,Men,England,ENG,Jack Beresford,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2100,Rowing,Single sculls,Men,England,ENG,Fred Bradley,Male,Bronze,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2101,Rowing,Double sculls,Men,Canada,CAN,Elswood Bole / Bob Richards,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2102,Rowing,Coxless four,Men,England,ENG,Francis Fitzwilliams / Arthur Harby / Hugh Edwards / Humphrey Boardman,Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2103,Rowing,Coxless four,Men,Canada,CAN,Jerry Calnan / Jim Flemming / Albert Bellew / Henry Pelham,Male,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2104,Rowing,Coxless four,Men,New Zealand,NZL,"Berry Johnson, Vic Olsson, Alex Ross, Charley Saunders",Male,Bronze,NZL,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2105,Rowing,Coxed four,Men,New Zealand,NZL,"Mick Brough, Jack Macdonald, Ben Waters, Bert Sandos, Arthur Eastwood",Male,Gold,NZL,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2106,Rowing,Coxed four,Men,Canada,CAN,"David Lorne Gales, R. S. Evans, J. A. Butler, Hugh McCuaig, A. Miles",Male,Silver,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2107,Rowing,Coxed four,Men,British Guiana,BGU,"Joecelyn Matthews, Francis Gomes, Pelham Bayley, Edward Gonsalves, John Jardine",Male,Bronze,BGU,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2108,Rowing,Eights,Men,England,ENG,"Arthur Harby, Edgar Howitt, Francis Fitzwilliams, Humphrey Boardman, Hugh Edwards, Justin Brown, Geoffrey Crawford, Roger Close-Brooks, Terence O'Brien",Male,Gold,ENG,Hamilton,1930 British Empire Games,Summer
